"Ticker","Period","Date","Open","High","Low","Close","Volume"
"AAPL","Day","Apr 22, 2022",166.46,167.87,161.5,161.79,84882424
"AAPL","Day","Apr 21, 2022",168.91,171.53,165.91,166.42,87227768
"AAPL","Day","Apr 20, 2022",168.76,168.88,166.1,167.23,67929814
"AAPL","Day","Apr 19, 2022",165.02,167.82,163.91,167.4,67723833
"AAPL","Day","Apr 18, 2022",163.92,166.6,163.57,165.07,69023941
"AAPL","Day","Apr 14, 2022",170.62,171.27,165.04,165.29,75329376
"AAPL","Day","Apr 13, 2022",167.39,171.04,166.77,170.4,70618925
"AAPL","Day","Apr 12, 2022",168.02,169.87,166.64,167.66,79265181
"AAPL","Day","Apr 11, 2022",168.71,169.03,165.5,165.75,72246706
"AAPL","Day","Apr 8, 2022",171.78,171.78,169.2,170.09,76575508
"AAPL","Day","Apr 7, 2022",171.16,173.36,169.85,172.14,77594650
"AAPL","Day","Apr 6, 2022",172.36,173.63,170.13,171.83,89058782
"AAPL","Day","Apr 5, 2022",177.5,178.3,174.41,175.06,73401786
"AAPL","Day","Apr 4, 2022",174.57,178.49,174.44,178.44,76545983
"AAPL","Day","Apr 1, 2022",174.03,174.88,171.94,174.31,78751328
"AAPL","Day","Mar 31, 2022",177.84,178.03,174.4,174.61,103049285
"AAPL","Day","Mar 30, 2022",178.55,179.61,176.7,177.77,92633154
"AAPL","Day","Mar 29, 2022",176.69,179.01,176.34,178.96,100589440
"AAPL","Day","Mar 28, 2022",172.17,175.73,172.,175.6,90371916
"AAPL","Day","Mar 25, 2022",173.88,175.28,172.75,174.72,80546156
"AAPL","Day","Mar 24, 2022",171.06,174.14,170.21,174.07,90131418
"AAPL","Day","Mar 23, 2022",167.99,172.64,167.65,170.21,98062674
"AAPL","Day","Mar 22, 2022",165.51,169.42,164.91,168.82,81532007
"AAPL","Day","Mar 21, 2022",163.51,166.35,163.01,165.38,95811352
"AAPL","Day","Mar 18, 2022",160.51,164.48,159.76,163.98,123511692
"AAPL","Day","Mar 17, 2022",158.61,161.,157.63,160.62,75615376
"AAPL","Day","Mar 16, 2022",157.05,160.,154.46,159.59,102300157
"AAPL","Day","Mar 15, 2022",150.9,155.57,150.38,155.09,92964302
"AAPL","Day","Mar 14, 2022",151.45,154.12,150.1,150.62,108732111
"AAPL","Day","Mar 11, 2022",158.93,159.28,154.5,154.73,96970102
"AAPL","Day","Mar 10, 2022",160.2,160.39,155.98,158.52,105342033
"AAPL","Day","Mar 9, 2022",161.48,163.41,159.41,162.95,91454905
"AAPL","Day","Mar 8, 2022",158.82,162.88,155.8,157.44,131148280
"AAPL","Day","Mar 7, 2022",163.36,165.02,159.04,159.3,96418845
"AAPL","Day","Mar 4, 2022",164.49,165.55,162.1,163.17,83819592
"AAPL","Day","Mar 3, 2022",168.47,168.91,165.55,166.23,76678441
"AAPL","Day","Mar 2, 2022",164.39,167.36,162.95,166.56,79724750
"AAPL","Day","Mar 1, 2022",164.7,166.6,161.97,163.2,83474425
"AAPL","Day","Feb 28, 2022",163.06,165.42,162.43,165.12,95056629
"AAPL","Day","Feb 25, 2022",163.84,165.12,160.87,164.85,91974222
"AAPL","Day","Feb 24, 2022",152.58,162.85,152.,162.74,141147540
"AAPL","Day","Feb 23, 2022",165.54,166.15,159.75,160.07,90009247
"AAPL","Day","Feb 22, 2022",164.98,166.69,162.15,164.32,91162758
"AAPL","Day","Feb 18, 2022",169.82,170.54,166.19,167.3,82772674
"AAPL","Day","Feb 17, 2022",171.03,171.91,168.47,168.88,69589344
"AAPL","Day","Feb 16, 2022",171.85,173.34,170.05,172.55,61177398
"AAPL","Day","Feb 15, 2022",170.97,172.95,170.25,172.79,64286320
"AAPL","Day","Feb 14, 2022",167.37,169.58,166.56,168.88,86185530
"AAPL","Day","Feb 11, 2022",172.33,173.08,168.04,168.64,98670687
"AAPL","Day","Feb 10, 2022",174.14,175.48,171.55,172.12,90865899
"AAPL","Day","Feb 9, 2022",176.05,176.65,174.9,176.28,71285038
"AAPL","Day","Feb 8, 2022",171.73,175.35,171.43,174.83,74829217
"AAPL","Day","Feb 7, 2022",172.86,173.95,170.95,171.66,77251204
"AAPL","Day","Feb 4, 2022",171.68,174.1,170.68,172.39,82465400
"AAPL","Day","Feb 3, 2022",174.48,176.24,172.12,172.9,89418074
"AAPL","Day","Feb 2, 2022",174.74,175.88,173.33,175.84,84914256
"AAPL","Day","Feb 1, 2022",174.01,174.84,172.31,174.61,86213911
"AAPL","Day","Jan 31, 2022",170.16,175.,169.51,174.78,115541590
"AAPL","Day","Jan 28, 2022",165.71,170.35,162.8,170.33,179935660
"AAPL","Day","Jan 27, 2022",162.45,163.84,158.28,159.22,121954638
"AAPL","Day","Jan 26, 2022",163.5,164.39,157.82,159.69,108275308
"AAPL","Day","Jan 25, 2022",158.98,162.76,157.02,159.78,115798367
"AAPL","Day","Jan 24, 2022",160.02,162.3,154.7,161.62,162706686
"AAPL","Day","Jan 21, 2022",164.41,166.33,162.3,162.41,122848858
"AAPL","Day","Jan 20, 2022",166.98,169.68,164.18,164.51,91420515
"AAPL","Day","Jan 19, 2022",170.,171.08,165.94,166.23,94814990
"AAPL","Day","Jan 18, 2022",171.51,172.54,169.4,169.8,91168729
"AAPL","Day","Jan 14, 2022",171.34,173.78,171.09,173.07,80440780
"AAPL","Day","Jan 13, 2022",175.78,176.62,171.79,172.19,84505760
"AAPL","Day","Jan 12, 2022",176.12,177.18,174.82,175.53,74805173
"AAPL","Day","Jan 11, 2022",172.32,175.18,170.82,175.08,76138312
"AAPL","Day","Jan 10, 2022",169.08,172.5,168.17,172.19,106765552
"AAPL","Day","Jan 7, 2022",172.89,174.14,171.03,172.17,86709147
"AAPL","Day","Jan 6, 2022",172.7,175.3,171.64,172.,96903955
"AAPL","Day","Jan 5, 2022",179.61,180.17,174.64,174.92,94537602
"AAPL","Day","Jan 4, 2022",182.63,182.94,179.12,179.7,99310438
"AAPL","Day","Jan 3, 2022",177.83,182.88,177.71,182.01,104701220
"AAPL","Day","Dec 31, 2021",178.09,179.23,177.26,177.57,64062261
"AAPL","Day","Dec 30, 2021",179.47,180.57,178.09,178.2,59773014
"AAPL","Day","Dec 29, 2021",179.33,180.63,178.14,179.38,62348931
"AAPL","Day","Dec 28, 2021",180.16,181.33,178.53,179.29,79144339
"AAPL","Day","Dec 27, 2021",177.09,180.42,177.07,180.33,74919582
"AAPL","Day","Dec 23, 2021",175.85,176.85,175.27,176.28,68356567
"AAPL","Day","Dec 22, 2021",173.04,175.86,172.15,175.64,92135303
"AAPL","Day","Dec 21, 2021",171.55,173.2,169.12,172.99,91185905
"AAPL","Day","Dec 20, 2021",168.28,170.58,167.46,169.75,107499114
"AAPL","Day","Dec 17, 2021",169.93,173.47,169.69,171.14,195923441
"AAPL","Day","Dec 16, 2021",179.28,181.14,170.75,172.26,150185843
"AAPL","Day","Dec 15, 2021",175.11,179.5,172.31,179.3,131063257
"AAPL","Day","Dec 14, 2021",175.25,177.74,172.21,174.33,139380382
"AAPL","Day","Dec 13, 2021",181.12,182.13,175.53,175.74,153237019
"AAPL","Day","Dec 10, 2021",175.21,179.63,174.69,179.45,115402731
"AAPL","Day","Dec 9, 2021",174.91,176.75,173.92,174.56,108923739
"AAPL","Day","Dec 8, 2021",172.12,175.96,170.7,175.08,116998901
"AAPL","Day","Dec 7, 2021",169.08,171.58,168.34,171.18,120405352
"AAPL","Day","Dec 6, 2021",164.29,167.88,164.28,165.32,107496982
"AAPL","Day","Dec 3, 2021",164.02,164.96,159.72,161.84,118023116
"AAPL","Day","Dec 2, 2021",158.74,164.2,157.8,163.76,136739174
"AAPL","Day","Dec 1, 2021",167.48,170.3,164.53,164.77,152423003
"AAPL","Day","Nov 30, 2021",159.99,165.52,159.92,165.3,174048056
"AAPL","Day","Nov 29, 2021",159.37,161.19,158.79,160.24,88748217
"AAPL","Day","Nov 26, 2021",159.57,160.45,156.36,156.81,76959752
"AAPL","Day","Nov 24, 2021",160.75,162.14,159.64,161.94,69463623
"AAPL","Day","Nov 23, 2021",161.12,161.8,159.06,161.41,96041899
"AAPL","Day","Nov 22, 2021",161.68,165.7,161.,161.02,117467889
"AAPL","Day","Nov 19, 2021",157.65,161.02,156.53,160.55,117305597
"AAPL","Day","Nov 18, 2021",153.71,158.67,153.05,157.87,137827673
"AAPL","Day","Nov 17, 2021",150.99,155.,150.99,153.49,88807000
"AAPL","Day","Nov 16, 2021",149.94,151.49,149.34,151.,59256210
"AAPL","Day","Nov 15, 2021",150.37,151.88,149.43,150.,59222803
"AAPL","Day","Nov 12, 2021",148.43,150.4,147.48,149.99,63804008
"AAPL","Day","Nov 11, 2021",148.96,149.43,147.68,147.87,40999950
"AAPL","Day","Nov 10, 2021",150.02,150.13,147.85,147.92,65187092
"AAPL","Day","Nov 9, 2021",150.2,151.43,150.06,150.81,56787930
"AAPL","Day","Nov 8, 2021",151.41,151.57,150.16,150.44,55020868
"AAPL","Day","Nov 5, 2021",151.89,152.2,150.06,151.28,65463883
"AAPL","Day","Nov 4, 2021",151.58,152.43,150.64,150.96,60394616
"AAPL","Day","Nov 3, 2021",150.39,151.97,149.82,151.49,54511534
"AAPL","Day","Nov 2, 2021",148.66,151.57,148.65,150.02,69121987
"AAPL","Day","Nov 1, 2021",148.99,149.7,147.8,148.96,74588258
"AAPL","Day","Oct 29, 2021",147.21,149.94,146.41,149.8,124953168
"AAPL","Day","Oct 28, 2021",149.82,153.16,149.72,152.57,100077888
"AAPL","Day","Oct 27, 2021",149.36,149.73,148.49,148.85,56094929
"AAPL","Day","Oct 26, 2021",149.33,150.84,149.01,149.32,60893395
"AAPL","Day","Oct 25, 2021",148.68,149.37,147.62,148.64,50720556
"AAPL","Day","Oct 22, 2021",149.69,150.18,148.64,148.69,58883443
"AAPL","Day","Oct 21, 2021",148.81,149.64,147.87,149.48,61420990
"AAPL","Day","Oct 20, 2021",148.7,149.75,148.12,149.26,58418788
"AAPL","Day","Oct 19, 2021",147.01,149.17,146.55,148.76,76378894
"AAPL","Day","Oct 18, 2021",143.45,146.84,143.16,146.55,85589175
"AAPL","Day","Oct 15, 2021",143.77,144.9,143.51,144.84,67940334
"AAPL","Day","Oct 14, 2021",142.11,143.88,141.51,143.76,69907100
"AAPL","Day","Oct 13, 2021",141.24,141.4,139.2,140.91,78762721
"AAPL","Day","Oct 12, 2021",143.23,143.25,141.04,141.51,73035859
"AAPL","Day","Oct 11, 2021",142.27,144.81,141.81,142.81,64452219
"AAPL","Day","Oct 8, 2021",144.03,144.18,142.56,142.9,58773155
"AAPL","Day","Oct 7, 2021",143.06,144.21,142.72,143.29,61732656
"AAPL","Day","Oct 6, 2021",139.47,142.15,138.37,142.,83221119
"AAPL","Day","Oct 5, 2021",139.49,142.24,139.36,141.11,80861062
"AAPL","Day","Oct 4, 2021",141.76,142.21,138.27,139.14,98322008
"AAPL","Day","Oct 1, 2021",141.9,142.92,139.11,142.65,94639581
"AAPL","Day","Sep 30, 2021",143.66,144.38,141.28,141.5,89056664
"AAPL","Day","Sep 29, 2021",142.47,144.45,142.03,142.83,74602044
"AAPL","Day","Sep 28, 2021",143.25,144.75,141.69,141.91,108972340
"AAPL","Day","Sep 27, 2021",145.47,145.96,143.82,145.37,74150729
"AAPL","Day","Sep 24, 2021",145.66,147.47,145.56,146.92,53477869
"AAPL","Day","Sep 23, 2021",146.65,147.08,145.64,146.83,64838170
"AAPL","Day","Sep 22, 2021",144.45,146.43,143.7,145.85,76404341
"AAPL","Day","Sep 21, 2021",143.93,144.6,142.78,143.43,75833962
"AAPL","Day","Sep 20, 2021",143.8,144.84,141.27,142.94,123478863
"AAPL","Day","Sep 17, 2021",148.82,148.82,145.76,146.06,129868824
"AAPL","Day","Sep 16, 2021",148.44,148.97,147.22,148.79,68034149
"AAPL","Day","Sep 15, 2021",148.56,149.44,146.37,149.03,83281315
"AAPL","Day","Sep 14, 2021",150.35,151.07,146.91,148.12,109296295
"AAPL","Day","Sep 13, 2021",150.63,151.42,148.75,149.55,102404329
"AAPL","Day","Sep 10, 2021",155.,155.48,148.7,148.97,140893235
"AAPL","Day","Sep 9, 2021",155.49,156.11,153.95,154.07,57305730
"AAPL","Day","Sep 8, 2021",156.98,157.04,153.98,155.11,74420207
"AAPL","Day","Sep 7, 2021",154.97,157.26,154.39,156.69,82278261
"AAPL","Day","Sep 3, 2021",153.76,154.63,153.09,154.3,57866066
"AAPL","Day","Sep 2, 2021",153.87,154.72,152.4,153.65,71171317
"AAPL","Day","Sep 1, 2021",152.83,154.98,152.34,152.51,80313711
"AAPL","Day","Aug 31, 2021",152.66,152.8,151.29,151.83,86453117
"AAPL","Day","Aug 30, 2021",149.,153.49,148.61,153.12,90956723
"AAPL","Day","Aug 27, 2021",147.48,148.75,146.83,148.6,55802388
"AAPL","Day","Aug 26, 2021",148.35,149.12,147.51,147.54,48597195
"AAPL","Day","Aug 25, 2021",149.81,150.32,147.8,148.36,58991297
"AAPL","Day","Aug 24, 2021",149.45,150.86,149.15,149.62,48606428
"AAPL","Day","Aug 23, 2021",148.31,150.19,147.89,149.71,60131810
"AAPL","Day","Aug 20, 2021",147.44,148.5,146.78,148.19,60549630
"AAPL","Day","Aug 19, 2021",145.03,148.,144.5,146.7,86960310
"AAPL","Day","Aug 18, 2021",149.8,150.72,146.15,146.36,86325990
"AAPL","Day","Aug 17, 2021",150.23,151.68,149.09,150.19,92229735
"AAPL","Day","Aug 16, 2021",148.54,151.19,146.47,151.12,103558782
"AAPL","Day","Aug 13, 2021",148.97,149.44,148.27,149.1,59375009
"AAPL","Day","Aug 12, 2021",146.19,149.05,145.84,148.89,73779113
"AAPL","Day","Aug 11, 2021",146.05,146.72,145.53,145.86,48493463
"AAPL","Day","Aug 10, 2021",146.44,147.71,145.3,145.6,69023081
"AAPL","Day","Aug 9, 2021",146.2,146.7,145.52,146.09,48908689
"AAPL","Day","Aug 6, 2021",146.35,147.11,145.63,146.14,54126813
"AAPL","Day","Aug 5, 2021",146.98,147.84,146.17,147.06,46397674
"AAPL","Day","Aug 4, 2021",147.27,147.79,146.28,146.95,56368271
"AAPL","Day","Aug 3, 2021",145.81,148.04,145.18,147.36,64786618
"AAPL","Day","Aug 2, 2021",146.36,146.95,145.25,145.52,62879961
"AAPL","Day","Jul 30, 2021",144.38,146.33,144.11,145.86,70440626
"AAPL","Day","Jul 29, 2021",144.68,146.55,144.58,145.64,56699475
"AAPL","Day","Jul 28, 2021",144.81,146.97,142.54,144.98,118931191
"AAPL","Day","Jul 27, 2021",149.12,149.21,145.55,146.77,104818578
"AAPL","Day","Jul 26, 2021",148.27,149.83,147.7,148.99,72434089
"AAPL","Day","Jul 23, 2021",147.55,148.72,146.92,148.56,71447416
"AAPL","Day","Jul 22, 2021",145.93,148.2,145.81,146.8,77338156
"AAPL","Day","Jul 21, 2021",145.53,146.13,144.63,145.4,74993460
"AAPL","Day","Jul 20, 2021",143.46,147.1,142.96,146.15,96350036
"AAPL","Day","Jul 19, 2021",143.75,144.07,141.67,142.45,121434571
"AAPL","Day","Jul 16, 2021",148.46,149.76,145.88,146.39,93251426
"AAPL","Day","Jul 15, 2021",149.24,150.,147.09,148.48,106820297
"AAPL","Day","Jul 14, 2021",148.1,149.57,147.68,149.15,127050785
"AAPL","Day","Jul 13, 2021",144.03,147.46,143.63,145.64,100827099
"AAPL","Day","Jul 12, 2021",146.21,146.32,144.,144.5,76299719
"AAPL","Day","Jul 9, 2021",142.75,145.65,142.65,145.11,99890800
"AAPL","Day","Jul 8, 2021",141.58,144.06,140.66,143.24,105575458
"AAPL","Day","Jul 7, 2021",143.54,144.89,142.66,144.57,104911589
"AAPL","Day","Jul 6, 2021",140.07,143.15,140.07,142.02,108181793
"AAPL","Day","Jul 2, 2021",137.9,140.,137.74,139.96,78945572
"AAPL","Day","Jul 1, 2021",136.6,137.33,135.76,137.27,52485781
"AAPL","Day","Jun 30, 2021",136.17,137.41,135.87,136.96,63261393
"AAPL","Day","Jun 29, 2021",134.8,136.49,134.35,136.33,64556081
"AAPL","Day","Jun 28, 2021",133.41,135.24,133.35,134.78,62111303
"AAPL","Day","Jun 25, 2021",133.46,133.89,132.81,133.11,70783746
"AAPL","Day","Jun 24, 2021",134.45,134.64,132.93,133.41,68710998
"AAPL","Day","Jun 23, 2021",133.77,134.32,133.23,133.7,60214200
"AAPL","Day","Jun 22, 2021",132.13,134.08,131.62,133.98,74783618
"AAPL","Day","Jun 21, 2021",130.3,132.41,129.21,132.3,79663316
"AAPL","Day","Jun 18, 2021",130.71,131.51,130.24,130.46,108953309
"AAPL","Day","Jun 17, 2021",129.8,132.55,129.65,131.79,96721669
"AAPL","Day","Jun 16, 2021",130.37,130.89,128.46,130.15,91815026
"AAPL","Day","Jun 15, 2021",129.94,130.6,129.39,129.64,62746332
"AAPL","Day","Jun 14, 2021",127.82,130.54,127.07,130.48,96906490
"AAPL","Day","Jun 11, 2021",126.53,127.44,126.1,127.35,53522373
"AAPL","Day","Jun 10, 2021",127.02,128.19,125.94,126.11,71186421
"AAPL","Day","Jun 9, 2021",127.21,127.75,126.52,127.13,56877937
"AAPL","Day","Jun 8, 2021",126.6,128.46,126.21,126.74,74403774
"AAPL","Day","Jun 7, 2021",126.17,126.32,124.83,125.9,71057550
"AAPL","Day","Jun 4, 2021",124.07,126.16,123.85,125.89,75169343
"AAPL","Day","Jun 3, 2021",124.68,124.85,123.13,123.54,76229170
"AAPL","Day","Jun 2, 2021",124.28,125.24,124.05,125.06,59278862
"AAPL","Day","Jun 1, 2021",125.08,125.35,123.94,124.28,67637118
"AAPL","Day","May 28, 2021",125.57,125.8,124.55,124.61,71311109
"AAPL","Day","May 27, 2021",126.44,127.64,125.08,125.28,94625601
"AAPL","Day","May 26, 2021",126.96,127.39,126.42,126.85,56575920
"AAPL","Day","May 25, 2021",127.82,128.32,126.32,126.9,72009482
"AAPL","Day","May 24, 2021",126.01,127.94,125.94,127.1,63092945
"AAPL","Day","May 21, 2021",127.82,128.,125.21,125.43,79295436
"AAPL","Day","May 20, 2021",125.23,127.72,125.1,127.31,76857123
"AAPL","Day","May 19, 2021",123.16,124.92,122.86,124.69,92611989
"AAPL","Day","May 18, 2021",126.56,126.99,124.78,124.85,63342929
"AAPL","Day","May 17, 2021",126.82,126.93,125.17,126.27,74244624
"AAPL","Day","May 14, 2021",126.25,127.89,125.85,127.45,81917951
"AAPL","Day","May 13, 2021",124.58,126.15,124.26,124.97,105861339
"AAPL","Day","May 12, 2021",123.4,124.64,122.25,122.77,112172282
"AAPL","Day","May 11, 2021",123.5,126.27,122.77,125.91,126142826
"AAPL","Day","May 10, 2021",129.41,129.54,126.81,126.85,88071229
"AAPL","Day","May 7, 2021",130.85,131.26,129.48,130.21,78973273
"AAPL","Day","May 6, 2021",127.89,129.75,127.13,129.74,78128334
"AAPL","Day","May 5, 2021",129.2,130.45,127.97,128.1,84000900
"AAPL","Day","May 4, 2021",131.19,131.49,126.7,127.85,137564718
"AAPL","Day","May 3, 2021",132.04,134.07,131.83,132.54,75135100
"AAPL","Day","Apr 30, 2021",131.78,133.56,131.07,131.46,109839466
"AAPL","Day","Apr 29, 2021",136.47,137.07,132.45,133.48,151100953
"AAPL","Day","Apr 28, 2021",134.31,135.02,133.08,133.58,107760097
"AAPL","Day","Apr 27, 2021",135.01,135.41,134.11,134.39,66015804
"AAPL","Day","Apr 26, 2021",134.83,135.06,133.56,134.72,66905069
"AAPL","Day","Apr 23, 2021",132.16,135.12,132.16,134.32,78756779
"AAPL","Day","Apr 22, 2021",133.04,134.15,131.41,131.94,84566456
"AAPL","Day","Apr 21, 2021",132.36,133.75,131.3,133.5,68847136
"AAPL","Day","Apr 20, 2021",135.02,135.53,131.81,133.11,94812349
"AAPL","Day","Apr 19, 2021",133.51,135.47,133.34,134.84,94264215
"AAPL","Day","Apr 16, 2021",134.3,134.67,133.28,134.16,84922386
"AAPL","Day","Apr 15, 2021",133.82,135.,133.64,134.5,89347102
"AAPL","Day","Apr 14, 2021",134.94,135.,131.65,132.03,87222782
"AAPL","Day","Apr 13, 2021",132.44,134.66,131.93,134.43,91266545
"AAPL","Day","Apr 12, 2021",132.52,132.85,130.63,131.24,91419983
"AAPL","Day","Apr 9, 2021",129.8,133.04,129.47,132.99,106686703
"AAPL","Day","Apr 8, 2021",128.95,130.39,128.52,130.36,88844591
"AAPL","Day","Apr 7, 2021",125.83,127.92,125.14,127.9,83466716
"AAPL","Day","Apr 6, 2021",126.5,127.13,125.65,126.21,80171253
"AAPL","Day","Apr 5, 2021",123.87,126.16,123.07,125.9,88651175
"AAPL","Day","Apr 1, 2021",123.66,124.18,122.49,123.,75089134
"AAPL","Day","Mar 31, 2021",121.65,123.52,121.15,122.15,118323826
"AAPL","Day","Mar 30, 2021",120.11,120.4,118.86,119.9,85671919
"AAPL","Day","Mar 29, 2021",121.65,122.58,120.73,121.39,80819203
"AAPL","Day","Mar 26, 2021",120.35,121.48,118.92,121.21,94071234
"AAPL","Day","Mar 25, 2021",119.54,121.66,119.,120.59,98844681
"AAPL","Day","Mar 24, 2021",122.82,122.9,120.07,120.09,88530485
"AAPL","Day","Mar 23, 2021",123.33,124.24,122.14,122.54,95467142
"AAPL","Day","Mar 22, 2021",120.33,123.87,120.26,123.39,111912284
"AAPL","Day","Mar 19, 2021",119.9,121.43,119.68,119.99,185549522
"AAPL","Day","Mar 18, 2021",122.88,123.18,120.32,120.53,121469755
"AAPL","Day","Mar 17, 2021",124.05,125.86,122.34,124.76,111932636
"AAPL","Day","Mar 16, 2021",125.7,127.22,124.71,125.57,115227936
"AAPL","Day","Mar 15, 2021",121.41,124.,120.42,123.99,92590555
"AAPL","Day","Mar 12, 2021",120.4,121.17,119.16,121.03,88105050
"AAPL","Day","Mar 11, 2021",122.54,123.21,121.26,121.96,103026514
"AAPL","Day","Mar 10, 2021",121.69,122.17,119.45,119.98,111943326
"AAPL","Day","Mar 9, 2021",119.03,122.06,118.79,121.08,129525780
"AAPL","Day","Mar 8, 2021",120.93,121.,116.21,116.36,154376610
"AAPL","Day","Mar 5, 2021",120.98,121.93,117.57,121.42,153766601
"AAPL","Day","Mar 4, 2021",121.75,123.6,118.62,120.13,178154975
"AAPL","Day","Mar 3, 2021",124.81,125.71,121.84,122.06,112966340
"AAPL","Day","Mar 2, 2021",128.41,128.72,125.01,125.12,102260945
"AAPL","Day","Mar 1, 2021",123.75,127.93,122.79,127.79,116307892
"AAPL","Day","Feb 26, 2021",122.59,124.85,121.2,121.26,164560394
"AAPL","Day","Feb 25, 2021",124.68,126.46,120.54,120.99,148199540
"AAPL","Day","Feb 24, 2021",124.94,125.56,122.23,125.35,111039904
"AAPL","Day","Feb 23, 2021",123.76,126.71,118.39,125.86,158273022
"AAPL","Day","Feb 22, 2021",128.01,129.72,125.6,126.,103916419
"AAPL","Day","Feb 19, 2021",130.24,130.71,128.8,129.87,87668834
"AAPL","Day","Feb 18, 2021",129.2,129.99,127.41,129.71,96856748
"AAPL","Day","Feb 17, 2021",131.25,132.22,129.47,130.84,98085249
"AAPL","Day","Feb 16, 2021",135.49,136.01,132.79,133.19,80576316
"AAPL","Day","Feb 12, 2021",134.35,135.53,133.69,135.37,60145130
"AAPL","Day","Feb 11, 2021",135.9,136.39,133.77,135.13,64280029
"AAPL","Day","Feb 10, 2021",136.48,136.99,134.4,135.39,73046563
"AAPL","Day","Feb 9, 2021",136.62,137.88,135.85,136.01,76774213
"AAPL","Day","Feb 8, 2021",136.03,136.96,134.92,136.91,71297214
"AAPL","Day","Feb 5, 2021",137.35,137.42,135.86,136.76,75693830
"AAPL","Day","Feb 4, 2021",136.3,137.4,134.59,137.39,84183061
"AAPL","Day","Feb 3, 2021",135.76,135.77,133.61,133.94,89880937
"AAPL","Day","Feb 2, 2021",135.73,136.31,134.61,134.99,83305367
"AAPL","Day","Feb 1, 2021",133.75,135.38,130.93,134.14,106239823
"AAPL","Day","Jan 29, 2021",135.83,136.74,130.21,131.96,177523812
"AAPL","Day","Jan 28, 2021",139.52,141.99,136.7,137.09,142621128
"AAPL","Day","Jan 27, 2021",143.43,144.3,140.41,142.06,140843759
"AAPL","Day","Jan 26, 2021",143.6,144.3,141.37,143.16,98390555
"AAPL","Day","Jan 25, 2021",143.07,145.09,136.54,142.92,157611713
"AAPL","Day","Jan 22, 2021",136.28,139.85,135.02,139.07,114459360
"AAPL","Day","Jan 21, 2021",133.8,139.67,133.59,136.87,120529544
"AAPL","Day","Jan 20, 2021",128.66,132.49,128.55,132.03,104319489
"AAPL","Day","Jan 19, 2021",127.78,128.71,126.94,127.83,90757329
"AAPL","Day","Jan 15, 2021",128.78,130.22,127.,127.14,111598531
"AAPL","Day","Jan 14, 2021",130.8,131.,128.76,128.91,90221755
"AAPL","Day","Jan 13, 2021",128.76,131.45,128.49,130.89,88636831
"AAPL","Day","Jan 12, 2021",128.5,129.69,126.86,128.8,91951145
"AAPL","Day","Jan 11, 2021",129.19,130.17,128.5,128.98,100620880
"AAPL","Day","Jan 8, 2021",132.43,132.63,130.23,132.05,105158245
"AAPL","Day","Jan 7, 2021",128.36,131.63,127.86,130.92,109578157
"AAPL","Day","Jan 6, 2021",127.72,131.05,126.38,126.6,155087970
"AAPL","Day","Jan 5, 2021",128.89,131.74,128.43,131.01,97664898
"AAPL","Day","Jan 4, 2021",133.52,133.61,126.76,129.41,143301887
